,Unnamed: 0.1,Unnamed: 0,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AWARD,SEASON
33,33,33,101188,Eddie Basden,Eddie,1610612741,CHI,23.0,19,10,9,0.526,141.20833333333334,15,37,0.405,1,7,0.143,8,10,0.8,7,21,28,8,9,9,2,3,17,8,39,16,108.6,0,0,98.0,60,56,24,31,61,63,63,49,48,46,50,58,62,22,56,52,54,54,56,38,51,22,28,66,64,7,56,23,2,59,0,2005-06
34,34,34,101212,Esteban Batista,Esteban,1610612737,ATL,22.0,57,14,43,0.246,494.88166666666666,34,80,0.425,0,1,0.0,33,53,0.623,61,83,144,7,38,15,11,18,111,53,101,-8,324.3,1,0,304.0,29,40,70,79,31,38,43,38,53,58,53,32,29,61,13,27,22,57,27,31,21,63,65,28,38,31,34,15,2,34,0,2005-06
35,35,35,101177,Fabricio Oberto,Fabricio,1610612759,SAS,31.0,59,46,13,0.78,489.8633333333333,44,93,0.473,0,2,0.0,15,27,0.556,57,66,123,27,28,9,11,10,91,25,103,-37,323.1,0,0,293.0,27,1,35,6,32,35,36,22,53,55,53,42,40,66,15,32,28,31,31,38,21,50,61,37,37,51,35,23,2,35,0,2005-06
36,36,36,101128,Francisco Garcia,Francisco,1610612758,SAC,24.0,67,36,31,0.537,1301.22,130,325,0.4,39,137,0.285,78,101,0.772,39,146,185,94,75,41,47,11,135,87,377,-31,929.0,1,0,871.0,18,8,60,28,17,23,19,54,11,11,28,17,20,29,21,14,16,11,19,13,5,51,69,21,19,46,17,15,2,18,0,2005-06
37,37,37,2809,Gerald Fitch,Gerald,1610612748,MIA,23.0,18,12,6,0.667,239.45166666666665,30,89,0.337,7,26,0.269,17,23,0.739,7,23,30,33,15,7,5,12,28,19,84,-6,190.5,0,0,178.0,63,50,15,13,46,40,37,73,24,25,31,40,44,38,56,45,51,26,41,42,35,52,38,43,40,27,42,23,2,42,0,2005-06
38,38,38,101123,Gerald Green,Gerald,1610612738,BOS,20.0,32,13,19,0.406,373.68,66,138,0.478,6,20,0.3,29,37,0.784,10,31,41,18,22,13,4,2,41,21,167,-37,272.2,0,0,266.0,41,46,51,51,38,31,31,19,26,26,26,36,37,25,50,41,43,37,35,34,40,14,43,40,31,51,37,23,2,37,0,2005-06
39,39,39,101124,Hakim Warrick,Hakim,1610612763,MEM,23.0,68,42,26,0.618,724.015,101,228,0.443,0,0,0.0,76,115,0.661,43,101,144,30,56,14,21,36,113,94,278,-78,544.8,0,0,522.0,16,2,55,15,27,24,26,31,53,61,53,20,17,53,19,25,22,28,23,33,11,76,66,18,24,68,27,23,2,26,0,2005-06
40,40,40,101113,Ike Diogu,Ike,1610612744,GSW,22.0,69,26,43,0.377,1031.4083333333333,175,334,0.524,0,0,0.0,136,168,0.81,95,134,229,29,78,15,30,41,164,129,486,-78,861.3,3,0,834.0,15,17,70,58,23,15,18,11,53,61,53,6,7,20,9,16,13,29,18,31,7,78,71,10,16,68,20,10,2,19,0,2005-06
41,41,41,101189,James Singleton,James,1610612746,LAC,24.0,59,34,25,0.576,753.1883333333334,77,151,0.51,10,20,0.5,39,50,0.78,63,134,197,29,28,19,21,12,95,48,203,-50,574.9,3,0,519.0,27,10,54,23,26,27,30,13,20,26,3,29,30,27,12,16,14,29,31,28,11,52,63,29,29,61,25,10,2,27,0,2005-06
42,42,42,101127,Jarrett Jack,Jarrett,1610612757,POR,22.0,79,20,59,0.253,1598.8116666666667,189,428,0.442,20,76,0.263,128,160,0.8,18,142,160,219,102,41,2,20,138,128,526,-375,1073.5,0,0,1011.0,8,31,85,78,9,14,14,34,18,16,33,7,8,22,38,15,19,6,9,13,51,65,70,11,15,85,12,23,2,13,0,2005-06
43,43,43,101131,Jason Maxiell,Jason,1610612765,DET,23.0,26,20,6,0.769,158.76666666666668,23,54,0.426,0,0,0.0,14,42,0.333,12,16,28,3,11,4,5,1,14,23,60,-98,114.1,1,0,109.0,47,31,15,7,55,49,52,37,53,61,53,44,35,73,44,59,54,71,51,58,35,9,25,38,51,72,54,15,2,53,0,2005-06
44,44,44,101121,Joey Graham,Joey,1610612761,TOR,24.0,80,26,54,0.325,1580.6016666666667,198,414,0.478,29,87,0.333,108,133,0.812,57,187,244,60,92,37,13,27,228,115,533,-176,973.8,0,0,966.0,3,17,81,65,10,13,15,19,13,13,18,13,13,19,15,11,12,19,13,16,17,70,82,12,14,82,15,23,2,14,0,2005-06
45,45,45,101130,Johan Petro,Johan,1610612760,SEA,20.0,68,26,42,0.382,1282.2733333333333,153,300,0.51,0,0,0.0,47,75,0.627,109,187,296,15,60,25,51,25,213,68,353,-149,898.7,2,0,816.0,16,17,68,57,18,18,22,12,53,61,53,25,23,58,6,11,9,41,20,26,4,68,79,22,20,81,18,13,2,20,0,2005-06
46,46,46,101249,John Lucas III,John,1610612745,HOU,23.0,13,4,9,0.308,106.64166666666668,14,36,0.389,2,9,0.222,0,0,0.0,2,3,5,12,7,5,0,2,6,1,30,-7,62.0,0,0,59.0,71,74,24,70,69,65,64,63,39,41,40,77,78,77,73,75,76,44,64,52,63,14,8,79,67,28,69,23,2,68,0,2005-06
47,47,47,101181,Jose Calderon,Jose,1610612761,TOR,24.0,64,18,46,0.281,1486.7416666666666,132,312,0.423,7,43,0.163,78,92,0.848,30,111,141,288,101,42,4,29,93,96,349,-108,987.2,2,0,877.0,22,36,73,76,14,21,21,39,24,21,48,17,21,14,28,21,25,4,10,12,40,71,62,16,21,77,14,13,2,17,0,2005-06
48,48,48,2694,Josh Powell,Josh,1610612742,DAL,23.0,37,25,12,0.676,429.0283333333333,37,81,0.457,0,0,0.0,36,45,0.8,28,53,81,9,22,7,4,8,52,32,110,-2,231.7,0,0,222.0,38,24,32,12,35,37,41,25,53,61,53,30,32,22,31,34,35,50,35,42,40,45,49,35,36,22,40,23,2,38,0,2005-06
49,49,49,101125,Julius Hodge,Julius,1610612743,DEN,22.0,14,7,7,0.5,33.016666666666666,5,13,0.385,0,0,0.0,3,8,0.375,5,2,7,6,8,2,0,4,7,4,13,2,28.4,0,0,30.0,69,64,19,33,78,75,76,66,53,61,53,71,66,72,58,79,74,64,59,68,63,28,11,71,76,17,76,23,2,76,0,2005-06
50,50,50,101207,Kevin Burleson,Kevin,1610612766,CHA,27.0,39,12,27,0.308,340.18333333333334,22,88,0.25,10,54,0.185,16,17,0.941,4,22,26,48,25,26,2,6,63,16,70,-2,232.2,0,0,210.0,36,50,56,70,41,53,38,78,20,19,47,41,50,6,63,48,57,22,33,24,51,37,52,48,45,22,39,23,2,40,0,2005-06
51,51,51,101160,Lawrence Roberts,Lawrence,1610612763,MEM,23.0,33,23,10,0.697,180.75833333333333,20,44,0.455,0,2,0.0,11,23,0.478,26,23,49,5,5,8,2,4,30,18,51,4,142.3,1,0,125.0,40,27,29,9,50,59,58,26,53,55,53,52,44,70,32,45,41,65,68,40,51,28,39,46,57,15,49,15,2,50,0,2005-06
52,52,52,101132,Linas Kleiza,Linas,1610612743,DEN,21.0,61,33,28,0.541,518.9433333333334,77,173,0.445,2,13,0.154,57,81,0.704,38,78,116,15,16,10,13,13,87,56,213,-25,427.7,0,0,392.0,23,11,58,27,30,27,28,30,39,35,49,23,22,44,22,29,29,41,40,37,17,55,59,25,27,44,29,23,2,29,0,2005-06
53,53,53,101150,Lou Williams,Lou,1610612755,PHI,19.0,30,14,16,0.467,144.70333333333335,23,52,0.442,2,9,0.222,8,13,0.615,3,16,19,10,13,5,0,8,13,9,56,-24,95.8,0,0,97.0,42,40,45,44,59,49,55,33,39,41,40,58,57,63,67,59,62,47,45,52,63,45,21,63,54,43,61,23,2,60,0,2005-06
54,54,54,101195,Luke Schenscher,Luke,1610612741,CHI,24.0,20,11,9,0.55,148.58333333333334,16,26,0.615,0,0,0.0,4,13,0.308,8,21,29,7,5,1,3,3,21,10,36,10,88.3,0,0,80.0,59,53,24,26,58,61,70,6,53,61,53,68,57,74,53,52,53,57,68,73,46,22,33,57,65,10,62,23,2,63,0,2005-06
55,55,55,101129,Luther Head,Luther,1610612745,HOU,23.0,80,32,48,0.4,2309.971666666667,254,630,0.403,113,313,0.361,86,123,0.699,33,233,266,215,119,89,9,37,169,98,707,-40,1523.7,1,0,1497.0,3,12,76,53,5,7,6,52,1,1,13,16,15,48,27,7,10,7,5,3,26,77,72,15,7,55,6,15,2,6,2,2005-06
56,56,56,101110,Martell Webster,Martell,1610612757,POR,19.0,61,11,50,0.18,1070.0,139,348,0.399,65,182,0.357,61,71,0.859,29,101,130,34,43,21,14,15,90,60,404,-245,673.0,0,0,703.0,23,53,79,81,22,19,17,58,8,7,15,22,24,13,29,25,27,25,26,27,15,58,60,23,18,84,23,23,2,23,0,2005-06
57,57,57,101149,Martynas Andriuskevicius,Martynas,1610612739,CLE,20.0,6,1,5,0.167,9.366666666666667,0,1,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,2,0,0,1,0,0,11,10.8,0,0,8.0,77,80,12,82,82,83,81,83,53,61,53,77,78,77,75,75,78,79,82,68,63,1,4,82,83,8,80,23,2,81,0,2005-06
58,58,58,101107,Marvin Williams,Marvin,1610612737,ATL,20.0,79,25,54,0.316,1952.2616666666668,235,531,0.443,13,53,0.245,189,253,0.747,122,261,383,63,83,48,24,56,227,181,672,-87,1359.1,4,0,1275.0,8,24,81,68,7,9,10,32,19,20,36,2,2,37,5,4,5,17,15,10,8,82,81,4,8,71,9,8,2,9,2,2005-06
59,59,59,101190,Matt Walsh,Matt,1610612748,MIA,23.0,2,2,0,1.0,3.3833333333333333,1,1,1.0,0,0,0.0,0,2,0.0,0,0,0,0,1,0,0,0,0,2,2,-13,1.0,0,0,2.0,82,79,1,1,84,81,81,1,53,61,53,77,75,77,81,82,83,79,80,78,63,1,1,76,81,37,83,23,2,83,0,2005-06
60,60,60,2684,Melvin Sanders,Melvin,1610612759,SAS,25.0,16,14,2,0.875,112.93,16,33,0.485,2,3,0.667,7,10,0.7,4,19,23,3,8,5,0,2,20,9,41,-19,80.1,0,0,79.0,65,40,5,4,67,61,65,17,39,50,1,61,62,46,63,56,59,71,59,52,63,14,31,63,63,40,64,23,2,64,0,2005-06
61,61,61,101145,Monta Ellis,Monta,1610612744,GSW,20.0,49,16,33,0.327,885.965,132,318,0.415,28,82,0.341,42,59,0.712,22,83,105,78,58,32,11,31,69,56,334,8,648.0,0,0,631.0,32,37,61,64,25,21,20,42,14,14,17,28,28,42,35,27,32,15,21,19,21,72,53,25,23,12,24,23,2,24,0,2005-06
62,62,62,101126,Nate Robinson,Nate,1610612752,NYK,22.0,72,21,51,0.292,1543.6516666666666,230,565,0.407,58,146,0.397,152,202,0.752,56,111,167,147,114,59,1,44,201,166,670,-85,1156.9,0,0,1162.0,14,29,80,75,13,10,8,48,9,10,8,5,5,32,17,21,18,9,7,7,58,79,77,6,9,70,10,23,2,10,0,2005-06
63,63,63,101230,Noel Felix,Noel,1610612760,SEA,24.0,12,7,5,0.583,81.61333333333333,6,25,0.24,1,3,0.333,5,8,0.625,3,10,13,2,8,2,3,3,13,5,18,-5,43.6,0,0,44.0,72,64,12,22,72,71,71,80,48,50,18,66,66,59,67,65,67,75,59,68,46,22,21,70,73,26,73,23,2,73,0,2005-06
64,64,64,101158,Orien Greene,Orien,1610612738,BOS,24.0,80,31,49,0.388,1234.59,100,253,0.395,9,40,0.225,45,68,0.662,37,108,145,129,109,77,10,13,181,56,254,-102,773.5,0,0,711.0,3,13,78,56,20,25,24,60,22,22,39,26,26,52,24,23,21,10,8,4,24,55,74,25,25,74,22,23,2,22,0,2005-06
65,65,65,2450,Randy Holcomb,Randy,1610612741,CHI,26.0,4,3,1,0.75,10.52,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,0,2,-1,3.2,0,0,3.0,79,76,4,8,81,81,81,1,53,61,53,77,78,77,75,82,82,79,82,78,63,1,5,82,81,19,82,23,2,82,0,2005-06
66,66,66,101119,Rashad McCants,Rashad,1610612750,MIN,21.0,79,31,48,0.392,1362.243333333333,241,535,0.45,67,180,0.372,78,106,0.736,29,114,143,63,86,44,22,26,176,92,627,-111,1005.1,0,0,1032.0,8,13,76,54,16,8,9,29,7,8,10,17,19,39,29,19,24,17,14,11,9,69,73,19,10,78,13,23,2,12,0,2005-06
67,67,67,101185,Rawle Marshall,Rawle,1610612742,DAL,24.0,23,13,10,0.565,241.3,24,60,0.4,1,3,0.333,22,29,0.759,8,23,31,10,15,8,7,6,17,20,71,-18,153.2,0,0,143.0,50,46,29,24,45,48,49,54,48,50,18,38,39,31,53,45,49,47,41,40,29,37,28,42,44,39,46,23,2,46,0,2005-06
68,68,68,101109,Raymond Felton,Raymond,1610612766,CHA,22.0,80,26,54,0.325,2405.708333333333,345,883,0.391,97,271,0.358,161,222,0.725,77,188,265,446,182,102,8,58,181,230,948,-117,2083.0,13,0,1976.0,3,17,81,65,2,3,3,61,2,2,14,4,4,40,10,10,11,2,2,2,27,83,74,2,3,79,2,2,2,3,2,2005-06
69,69,69,101156,Robert Whaley,Robert,1610612762,UTA,24.0,23,10,13,0.435,211.83,23,57,0.404,0,0,0.0,3,6,0.5,16,27,43,17,14,7,8,6,41,7,49,-44,157.1,0,0,139.0,50,56,35,48,47,49,51,51,53,61,53,71,69,68,41,42,42,38,43,42,27,37,43,68,59,57,45,23,2,48,0,2005-06
70,70,70,101179,Ronnie Price,Ronnie,1610612758,SAC,23.0,29,15,14,0.517,149.95833333333334,21,58,0.362,6,27,0.222,12,12,1.0,5,10,15,11,10,6,0,4,10,9,60,-33,102.5,0,0,104.0,43,39,38,32,57,55,50,70,26,24,40,49,60,1,58,65,65,46,54,51,63,28,15,63,51,48,59,23,2,56,0,2005-06
71,71,71,101142,Ronny Turiaf,Ronny,1610612747,LAL,23.0,23,14,9,0.609,161.23,15,30,0.5,0,0,0.0,15,27,0.556,11,26,37,8,7,3,10,4,30,21,45,-13,133.4,0,0,116.0,50,40,24,17,54,63,67,14,53,61,53,42,40,66,47,43,46,54,64,62,24,28,39,40,61,37,50,23,2,51,0,2005-06
72,72,72,101155,Ryan Gomes,Ryan,1610612738,BOS,23.0,61,26,35,0.426,1376.235,173,355,0.487,3,9,0.333,112,149,0.752,102,196,298,58,55,35,5,32,83,112,461,3,970.6,8,0,900.0,23,17,63,49,15,16,16,16,34,41,18,12,10,33,8,8,8,20,24,18,35,74,56,13,17,16,16,5,2,16,2,2005-06
73,73,73,101136,Salim Stoudamire,Salim,1610612737,ATL,23.0,61,20,41,0.328,1236.0583333333334,204,492,0.415,82,216,0.38,99,110,0.9,12,104,116,75,82,27,3,20,118,108,589,-100,848.7,0,0,922.0,23,31,66,63,19,12,11,44,5,5,9,14,18,9,44,24,29,16,16,23,46,65,67,14,11,73,21,23,2,15,0,2005-06
74,74,74,101180,Sarunas Jasikevicius,Sarunas,1610612754,IND,30.0,75,37,38,0.493,1557.2833333333333,170,429,0.396,86,236,0.364,121,133,0.91,19,134,153,227,116,40,4,16,108,91,547,50,1087.1,1,0,1101.0,13,7,64,38,12,17,13,59,4,3,11,9,13,8,36,16,20,5,6,15,40,59,64,20,13,3,11,15,2,11,0,2005-06
75,75,75,101118,Sean May,Sean,1610612766,CHA,22.0,23,7,16,0.304,398.4316666666667,70,171,0.409,0,5,0.0,49,64,0.766,42,67,109,22,33,17,12,16,58,46,189,-22,406.8,1,0,378.0,50,64,45,72,37,30,29,47,53,48,53,24,27,30,20,31,31,33,29,30,19,59,51,30,30,41,30,15,2,30,0,2005-06
76,76,76,2752,Sergei Monia,Sergei,1610612758,SAC,23.0,26,9,17,0.346,343.06333333333333,29,87,0.333,9,34,0.265,10,14,0.714,11,41,52,19,12,7,5,7,41,11,77,-143,191.9,0,0,181.0,47,59,48,61,40,41,39,74,22,23,32,54,55,41,47,39,40,34,48,42,35,41,43,55,42,80,41,23,2,41,0,2005-06
77,77,77,101213,Sharrod Ford,Sharrod,1610612756,PHX,24.0,3,3,0,1.0,13.033333333333331,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,0,2,0,1,1,7,2,4,-11,8.6,0,0,9.0,80,76,1,1,80,79,79,4,53,61,53,77,78,77,75,79,81,79,77,78,58,9,11,76,79,34,81,23,2,80,0,2005-06
78,78,78,101183,Shavlik Randolph,Shavlik,1610612755,PHI,22.0,57,23,34,0.404,486.9166666666667,44,97,0.454,0,0,0.0,43,71,0.606,55,78,133,19,21,19,12,12,83,58,131,22,391.1,0,0,345.0,29,27,62,52,33,35,35,27,53,61,53,27,24,64,18,29,26,34,37,28,19,52,56,24,35,5,31,23,2,32,0,2005-06
79,79,79,101211,Stephen Graham,Stephen,1610612739,CLE,24.0,22,10,12,0.455,174.795,21,54,0.389,2,10,0.2,14,15,0.933,5,22,27,7,13,5,2,5,31,10,58,10,108.9,0,0,108.0,58,56,32,46,52,55,52,63,39,39,44,44,53,7,58,48,56,57,45,52,51,35,41,57,53,10,55,23,2,54,0,2005-06
80,80,80,101143,Travis Diener,Travis,1610612753,ORL,24.0,23,9,14,0.391,245.965,29,69,0.42,25,57,0.439,5,6,0.833,4,17,21,16,10,7,0,0,22,10,88,-56,148.2,0,0,164.0,50,59,38,55,44,41,47,41,15,18,5,66,69,16,63,57,60,39,54,42,63,1,34,57,39,63,48,23,2,43,0,2005-06
81,81,81,101144,Von Wafer,Von,1610612747,LAL,20.0,16,6,10,0.375,72.75833333333334,6,38,0.158,2,17,0.118,6,8,0.75,5,3,8,4,1,3,0,4,12,8,20,-25,43.6,0,0,40.0,65,71,29,59,73,71,60,82,39,29,51,63,66,34,58,75,73,69,80,62,63,28,20,66,71,44,73,23,2,74,0,2005-06
82,82,82,101134,Wayne Simien,Wayne,1610612748,MIA,23.0,43,26,17,0.605,414.2766666666666,58,120,0.483,0,0,0.0,30,34,0.882,38,50,88,7,24,13,1,7,70,35,146,-37,280.1,0,0,269.0,34,17,48,19,36,33,33,18,53,61,53,34,38,10,22,35,33,57,34,34,58,41,54,34,33,51,36,23,2,36,0,2005-06
83,83,83,101198,Will Bynum,Will,1610612744,GSW,23.0,15,7,8,0.467,162.31833333333333,21,52,0.404,2,9,0.222,10,16,0.625,3,9,12,19,14,7,0,7,10,12,54,-56,103.9,0,0,101.0,68,64,22,44,53,55,55,50,39,41,40,54,51,59,67,68,69,34,43,42,63,41,15,50,55,63,58,23,2,57,0,2005-06
84,84,84,101117,Yaroslav Korolev,Yaroslav,1610612746,LAC,19.0,24,12,12,0.5,126.99666666666668,9,30,0.3,2,7,0.286,7,10,0.7,5,8,13,9,6,3,0,2,11,12,27,-7,59.1,0,0,57.0,49,50,32,33,65,69,67,77,39,46,27,61,62,46,58,69,67,50,66,62,63,14,19,50,69,28,70,23,2,69,0,2005-06
0,0,0,200747,Adam Morrison,Adam,1610612766,CHA,22.0,78,30,48,0.385,2325.83,355,944,0.376,87,258,0.337,120,169,0.71,54,176,230,163,130,28,6,37,179,145,917,-238,1409.5,0,0,1465.0,6,15,75,43,1,1,1,55,2,2,24,5,8,34,15,11,12,6,5,21,36,74,72,8,2,80,6,23,1,4,2,2006-07
1,1,1,200792,Alexander Johnson,Alexander,1610612763,MEM,24.0,59,15,44,0.254,752.6716666666666,91,169,0.538,0,0,0.0,78,118,0.661,50,131,181,17,47,25,35,16,137,98,260,-12,635.7,3,0,578.0,26,45,71,63,27,29,33,8,49,60,49,13,12,44,18,15,16,38,20,23,9,59,67,14,26,29,22,7,1,22,0,2006-07
2,2,2,200810,Allan Ray,Allan,1610612738,BOS,23.0,47,9,38,0.191,709.6083333333333,100,259,0.386,48,116,0.414,42,55,0.764,18,51,69,43,42,20,3,12,85,46,290,-15,464.3,0,0,496.0,35,50,63,72,29,24,22,49,11,12,9,27,29,23,41,35,39,25,26,30,42,51,56,30,22,36,33,23,1,30,0,2006-07
3,3,3,2810,Andre Brown,Andre,1610612760,SEA,26.0,38,16,22,0.421,270.92333333333335,42,74,0.568,0,1,0.0,9,15,0.6,26,48,74,2,29,6,4,7,26,16,93,-12,185.8,0,0,189.0,44,42,37,35,46,44,46,4,49,54,49,54,52,54,35,37,38,62,34,46,39,38,30,51,45,29,45,23,1,45,0,2006-07
4,4,4,200745,Andrea Bargnani,Andrea,1610612761,TOR,21.0,65,35,30,0.538,1629.45,267,625,0.427,100,268,0.373,117,142,0.824,52,203,255,50,107,32,53,23,180,157,751,42,1280.0,1,0,1326.0,19,8,53,22,7,5,5,36,1,1,14,7,11,12,16,7,10,20,7,17,5,70,73,6,5,7,9,14,1,7,1,2006-07
5,5,5,2601,Andreas Glyniadakis,Andreas,1610612760,SEA,25.0,13,3,10,0.231,80.55833333333334,8,17,0.471,0,0,0.0,1,2,0.5,2,6,8,1,9,0,0,1,19,3,17,-27,19.1,0,0,26.0,60,66,23,68,65,65,64,20,49,60,49,71,70,66,68,68,70,66,55,72,63,11,23,71,66,47,72,23,1,70,0,2006-07
6,6,6,200784,Bobby Jones,Bobby,1610612755,PHI,23.0,44,15,29,0.341,335.48833333333334,43,93,0.462,1,9,0.111,23,41,0.561,22,35,57,16,18,11,1,5,59,35,110,36,220.4,0,0,208.0,37,45,50,53,43,43,43,24,44,38,48,41,35,62,37,41,40,40,43,40,53,31,47,39,43,9,44,23,1,44,0,2006-07
7,7,7,200750,Brandon Roy,Brandon,1610612757,POR,22.0,57,23,34,0.404,2014.506666666667,349,765,0.456,55,146,0.377,202,241,0.838,58,192,250,230,116,67,10,30,139,226,955,-191,1715.0,4,0,1644.0,28,26,60,38,3,2,2,27,5,8,11,1,1,11,12,9,11,4,6,4,23,72,68,1,1,77,1,5,1,1,1,2006-07
8,8,8,200841,Cedric Bozeman,Cedric,1610612737,ATL,24.0,23,9,14,0.391,198.98666666666668,11,39,0.282,2,13,0.154,2,6,0.333,3,20,23,9,9,5,2,6,32,10,26,-26,79.1,0,0,74.0,54,50,30,40,49,60,56,72,39,37,47,67,65,73,64,49,54,49,55,50,48,35,34,57,63,46,59,23,1,59,0,2006-07
9,9,9,200759,Cedric Simmons,Cedric,1610612740,NOK,21.0,43,19,24,0.442,533.9433333333334,55,132,0.417,0,0,0.0,16,33,0.485,44,63,107,12,22,8,23,8,75,34,126,-99,343.4,0,0,307.0,38,34,42,32,37,39,37,45,49,60,49,47,42,69,22,34,29,43,39,43,11,45,50,40,41,66,36,23,1,37,0,2006-07
10,10,10,200840,Chris McCray,Chris,1610612749,MIL,23.0,5,1,4,0.2,11.786666666666669,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,1,0,0,-2,-2.0,0,0,0.0,74,72,9,69,78,77,76,77,49,60,49,75,76,75,77,79,80,73,70,72,63,1,1,78,78,24,80,23,1,80,0,2006-07
11,11,11,200809,Chris Quinn,Chris,1610612748,MIA,23.0,42,18,24,0.429,407.90833333333336,48,131,0.366,20,57,0.351,25,37,0.676,6,24,30,65,21,15,0,9,32,38,141,12,298.5,0,0,286.0,39,40,42,34,41,41,38,59,18,18,20,36,39,37,57,46,49,13,41,34,63,46,34,34,39,17,42,23,1,41,0,2006-07
12,12,12,200783,Craig Smith,Craig,1610612750,MIN,23.0,82,32,50,0.39,1536.565,246,463,0.531,0,6,0.0,116,186,0.624,149,266,415,49,74,51,18,43,223,165,608,-131,1312.5,3,0,1210.0,1,12,76,41,8,6,9,10,49,44,49,8,5,50,2,3,3,21,12,10,17,76,79,3,6,72,8,7,1,9,2,2006-07
13,13,13,200806,Damir Markota,Damir,1610612749,MIL,21.0,30,7,23,0.233,170.39,19,52,0.365,6,16,0.375,7,11,0.636,11,20,31,6,15,3,1,7,22,11,51,-45,94.2,0,0,102.0,50,56,38,67,55,52,51,60,29,35,12,58,59,49,45,49,46,56,46,56,53,38,28,55,53,57,56,23,1,55,0,2006-07
14,14,14,200789,Daniel Gibson,Daniel,1610612739,CLE,21.0,60,33,27,0.55,987.575,98,231,0.424,52,124,0.419,28,39,0.718,28,64,92,69,44,23,8,12,94,43,276,84,538.9,0,0,551.0,25,9,45,19,18,27,25,38,8,11,8,33,37,29,31,32,33,12,23,26,26,51,58,31,24,5,27,23,1,26,0,2006-07
15,15,15,200786,David Noel,David,1610612749,MIL,23.0,68,22,46,0.324,791.7116666666667,65,177,0.367,17,53,0.321,37,43,0.86,42,81,123,65,40,25,9,7,77,41,184,-180,491.1,0,0,457.0,13,28,74,54,25,36,30,58,21,19,29,30,33,7,23,27,25,13,27,23,25,38,53,32,34,76,31,23,1,31,0,2006-07
16,16,16,200793,Dee Brown,Dee,1610612762,UTA,22.0,49,29,20,0.592,449.53333333333336,32,98,0.327,6,28,0.214,24,37,0.649,8,32,40,83,31,22,7,3,51,27,94,18,322.5,0,0,281.0,32,17,35,15,39,45,42,66,29,30,42,38,39,46,51,42,44,10,33,27,31,22,43,42,44,11,39,23,1,42,0,2006-07
17,17,17,2824,Desmon Farmer,Desmon,1610612760,SEA,25.0,8,2,6,0.25,31.81,5,15,0.333,2,8,0.25,1,1,1.0,0,1,1,9,1,1,0,0,2,1,13,16,29.7,0,0,27.0,68,69,13,64,72,68,66,64,39,40,38,71,75,1,77,75,78,49,75,65,63,1,4,73,69,13,68,23,1,68,0,2006-07
18,18,18,101141,Ersan Ilyasova,Ersan,1610612749,MIL,20.0,66,23,43,0.348,972.9733333333334,139,363,0.383,54,148,0.365,70,89,0.787,58,131,189,49,51,27,17,17,147,96,402,-200,783.3,0,0,782.0,18,26,68,51,19,15,14,51,6,7,17,16,17,19,12,15,15,21,17,22,18,63,70,15,15,78,15,23,1,15,0,2006-07
19,19,19,200801,Hassan Adams,Hassan,1610612751,NJN,23.0,61,31,30,0.508,495.45166666666665,75,135,0.556,0,1,0.0,24,36,0.667,35,42,77,13,22,17,4,11,47,27,174,-18,326.9,0,0,306.0,23,14,53,26,38,33,36,5,49,54,49,38,41,40,26,38,36,42,39,31,39,48,41,42,37,39,38,23,1,38,0,2006-07
20,20,20,200756,Hilton Armstrong,Hilton,1610612740,NOK,22.0,56,28,28,0.5,634.2066666666667,68,125,0.544,0,0,0.0,40,67,0.597,58,91,149,10,35,12,26,9,79,57,176,-18,448.8,0,0,411.0,29,18,47,28,34,35,41,7,49,60,49,29,26,57,12,23,21,45,30,38,10,46,55,25,36,39,34,23,1,34,0,2006-07
21,21,21,200829,Ivan McFarlin,Ivan,1610612755,PHI,25.0,11,0,11,0.0,41.305,5,13,0.385,0,1,0.0,5,7,0.714,7,4,11,1,1,0,0,1,8,5,15,-9,28.7,0,0,27.0,64,76,25,76,71,68,69,50,49,54,49,63,63,30,52,71,66,66,75,72,63,11,13,67,68,26,69,23,1,68,0,2006-07
